lat,lng,Structure_Number,system_use_code,city_id,geometry_x,geometry_y
36.94772245616133,-76.25928498868907,H03152,,6,-8489144.7732,4431822.474699996
36.94767876787828,-76.25949142603294,H03150,,6,-8489167.7537,4431816.389300004
36.94766413595202,-76.26122049790195,H03143,,6,-8489360.2331,4431814.351199999
36.94769360943425,-76.26128744574679,H03144,,6,-8489367.6857,4431818.456600003
36.947615163741,-76.26113955340664,H03145,,6,-8489351.2224,4431807.529799998
36.94751520114748,-76.25943742830121,H03151,,6,-8489161.7427,4431793.605899997
36.94732559068813,-76.26199400215879,G03101,,6,-8489446.3392,4431767.194899999
36.947256041846764,-76.26194390670865,G03100,,6,-8489440.7626,4431757.507399999
36.94706523754997,-76.26081506126475,H03141,,6,-8489315.1001,4431730.930200003
36.94698566119352,-76.2607706665234,H03140,,6,-8489310.1581,4431719.846000001
36.94691077856154,-76.26087267291886,H03139,,6,-8489321.5134,4431709.415600002
36.95384399337822,-76.25782407920377,H023150,,6,-8488982.1455,4432675.186399996
36.95387637826902,-76.26022069095701,H02381,,6,-8489248.9351,4432679.697700001
36.953842419107396,-76.25994577593735,H02386,,6,-8489218.3317,4432674.967100002
36.95375598347542,-76.26003035860957,H02387,,6,-8489227.7474,4432662.926399998
36.95230126842109,-76.25939016344255,H023130,,6,-8489156.4812,4432460.283
36.952245460696936,-76.25719383377684,H023189,,6,-8488911.9869,4432452.509000003
36.9520004259692,-76.25331707511648,H03861,,6,-8488480.4281,4432418.375799999
36.951938512457815,-76.25338395199445,H03862,,6,-8488487.8728,4432409.7513
36.95217410083524,-76.26753124272294,G03318,,6,-8490062.742,4432442.568599999
36.952118654828396,-76.2662699245207,G03314,,6,-8489922.3327,4432434.844999999
36.952129859467775,-76.2675996305672,G03319,,6,-8490070.3549,4432436.4058
36.94672702705109,-76.26157499287598,G0399,,6,-8489399.6953,4431683.820900001
36.95224054754776,-76.25244112878126,H02844,,6,-8488382.9182,4432451.824600004
36.95068771163426,-76.2690173580368,G03523,,6,-8490228.1756,4432235.517300002
36.95068232672983,-76.26880360301662,G03522,,6,-8490204.3805,4432234.767200001
36.950613589299756,-76.26874264154482,G03521,,6,-8490197.5943,4432225.192299999
36.95035259626865,-76.25608393020903,H031070,,6,-8488788.433,4432188.836900003
36.950396889638924,-76.25451822775423,H031050,,6,-8488614.1398,4432195.006800003
36.95031863122851,-76.25459243308829,H031049,,6,-8488622.4003,4432184.105700001
36.949281605475306,-76.26497982160183,G0385,,6,-8489778.7191,4432039.652999997
36.94914156222887,-76.2649593543864,G0383,,6,-8489776.4407,4432020.145800002
36.949184162763856,-76.26510939819168,G0384,,6,-8489793.1435,4432026.079800002
36.948987416150594,-76.25970150424867,H03157,,6,-8489191.1395,4431998.674199998
36.94901058445904,-76.26731457177137,G03505,,6,-8490038.6223,4432001.9014
36.948920258742774,-76.26724843330857,G03504,,6,-8490031.2598,4431989.319600001
36.948701475196586,-76.26041169165104,H03158,,6,-8489270.1972,4431958.844499998
36.94877384553873,-76.26046089956569,H03159,,6,-8489275.675,4431968.9252
36.94886299692999,-76.26743884560607,G03502,,6,-8490052.4564,4431981.3434000015
36.94873875411194,-76.26426752944677,G0378,,6,-8489699.4271,4431964.037199996
36.94863844408819,-76.26419698384916,G0377,,6,-8489691.574,4431950.0647
36.94847035154462,-76.25952852016597,H03155,,6,-8489171.883,4431926.650600001
36.948539193570085,-76.26470996948711,G0379,,6,-8489748.6793,4431936.239799999
36.94840538834105,-76.26473205367006,G0376,,6,-8489751.1377,4431917.6017
36.94842520776323,-76.26684849795417,G03506,,6,-8489986.7392,4431920.362400003
36.94829444987922,-76.25977640398042,H03147,,6,-8489199.4773,4431902.148800001
36.94833723754551,-76.26678580183555,G03507,,6,-8489979.7599,4431908.108800001
36.94819611640831,-76.25966228380335,H03149,,6,-8489186.7735,4431888.451700002
36.94822227148278,-76.2597523165544,H03148,,6,-8489196.7959,4431892.094899997
36.94807527039972,-76.26448316823407,G0373,,6,-8489723.4319,4431871.618799999
36.94799179465588,-76.26045548631777,H03146,,6,-8489275.0724,4431859.991300002
36.958342930583534,-76.25834515596748,H02548,,6,-8489040.1515,4433301.918499999
36.95504316052451,-76.25930210518851,H02391,,6,-8489146.6786,4432842.2348000035
36.95358684481109,-76.25724932271194,H023301,,6,-8488918.1639,4432639.365000002
36.95352292902867,-76.25730787041059,H023302,,6,-8488924.6814,4432630.461400002
36.95343231649192,-76.25555934193088,H023203,,6,-8488730.0361,4432617.8389
36.953367371877505,-76.25562440960185,H023202,,6,-8488737.2794,4432608.792000003
36.95276347885459,-76.25825463902451,H023184,,6,-8489030.0752,4432524.669
36.95268097953015,-76.25834771257279,H023185,,6,-8489040.4361,4432513.176799998
36.95265024380331,-76.26541859921079,G02310,,6,-8489827.5636,4432508.895300001
36.95260082540903,-76.26552189379036,G02309,,6,-8489839.0623,4432502.011299998
36.9524959777617,-76.26544318250686,G02313,,6,-8489830.3002,4432487.406000003
36.95151609650089,-76.26462366923609,G03339,,6,-8489739.0724,4432350.9092999995
36.95017012014747,-76.26008463481902, ,,6,-8489233.7894,4432163.418700002
36.88712721,-76.25755725,H10332,,NORFOLK,,
36.88632933,-76.25559742,H10419,,NORFOLK,,
36.88617971,-76.25566941,H10418,,NORFOLK,,
36.88619871,-76.25761357,H10430,,NORFOLK,,
36.88615049,-76.25731709,H10429,,NORFOLK,,
36.88612389,-76.25719405,H11428,,NORFOLK,,
36.88600557,-76.25799984,H11431,,NORFOLK,,
36.88588324,-76.25639731,H11423,,NORFOLK,,
36.88585955,-76.25625978,H11422,,NORFOLK,,
36.88582522,-76.25833164,H11432,,NORFOLK,,
36.885787,-76.25840918,H11433,,NORFOLK,,
36.88564362,-76.25872652,H11434,,NORFOLK,,
36.88500072,-76.25550582,H11407,,NORFOLK,,
36.88489207,-76.25554502,H11408,,NORFOLK,,
36.88477309,-76.25983562,H11440,,NORFOLK,,
36.8846955,-76.26000187,H11443,,NORFOLK,,
36.88456127,-76.254256,H11402,,NORFOLK,,
36.88463026,-76.25980529,H11441,,NORFOLK,,
36.88456044,-76.25617024,H11409,,NORFOLK,,
36.88462448,-76.25996207,H11444,,NORFOLK,,
36.8845192,-76.25626233,H11410,,NORFOLK,,
36.88458596,-76.25986394,H11442,,NORFOLK,,
36.88401859,-76.25672866,H11412,,NORFOLK,,
36.88397007,-76.25682914,H11413,,NORFOLK,,
36.88327528,-76.25576664,H11508,,NORFOLK,,
36.88323642,-76.25569886,H11507,,NORFOLK,,
36.88166027,-76.25510298,H11518,,NORFOLK,,
36.88104272,-76.26137339,H11137,,NORFOLK,,
36.8809193,-76.26138493,H11136,,NORFOLK,,
36.8809876,-76.26115876,H11139,,NORFOLK,,
36.88089447,-76.26126865,H11138,,NORFOLK,,
36.88086513,-76.2605161,H11141,,NORFOLK,,
36.88083813,-76.26040091,H11143,,NORFOLK,,
36.88076925,-76.25966516,H11147,,NORFOLK,,
36.88071783,-76.26057548,H11140,,NORFOLK,,
36.88069392,-76.26046499,H11144,,NORFOLK,,
36.88064254,-76.25975579,H11146,,NORFOLK,,
36.88055104,-76.2597863,H11145,,NORFOLK,,
36.88044326,-76.25493887,H11524,,NORFOLK,,
36.8802758,-76.26162937,H11134,,NORFOLK,,
36.88024778,-76.26151933,H11135,,NORFOLK,,
36.87979227,-76.25437792,H11528,,NORFOLK,,
36.87969115,-76.25429791,H11527,,NORFOLK,,
36.87935717,-76.25318074,I11535,,NORFOLK,,
36.87896498,-76.252879,I11536,,NORFOLK,,
36.87875632,-76.26222437,H11159,,NORFOLK,,
36.87874142,-76.26211056,H11160,,NORFOLK,,
36.87852443,-76.25280655,I11540,,NORFOLK,,
36.87831722,-76.25308784,I11544,,NORFOLK,,
36.87820089,-76.25298465,I11545,,NORFOLK,,
36.87829595,-76.25964449,H11551,,NORFOLK,,
36.87808401,-76.26058134,H11171,,NORFOLK,,
36.87793302,-76.25196713,I11551,,NORFOLK,,
36.87723583,-76.25337933,H12546,,NORFOLK,,
36.87725769,-76.25347475,H12547,,NORFOLK,,
36.87727076,-76.25811677,H12178,,NORFOLK,,
36.87725203,-76.25801237,H12179,,NORFOLK,,
36.87708725,-76.2534083,H12548,,NORFOLK,,
36.87710581,-76.25353287,H12549,,NORFOLK,,
36.87698718,-76.25252025,I12295,,NORFOLK,,
36.87698822,-76.25782934,H12182,,NORFOLK,,
36.87705707,-76.25261231,I12294,,NORFOLK,,
36.87687094,-76.25268206,I12293,,NORFOLK,,
36.8768591,-76.25256488,I12292,,NORFOLK,,
36.87675212,-76.25738363,H12187,,NORFOLK,,
36.87667659,-76.25729627,H12188,,NORFOLK,,
36.87635081,-76.25658309,H12202,,NORFOLK,,
36.87633215,-76.25649971,H12203,,NORFOLK,,
36.87634751,-76.25754007,H12191,,NORFOLK,,
36.87609865,-76.25289651,I12290,,NORFOLK,,
36.87611345,-76.2529479,I12291,,NORFOLK,,
36.87567392,-76.25314175,I12288,,NORFOLK,,
36.87516391,-76.25427657,H12249,,NORFOLK,,
36.87514205,-76.25420987,H12248,,NORFOLK,,
36.87483879,-76.25382939,H12251,,NORFOLK,,
36.87432073,-76.25829879,H12198,,NORFOLK,,
36.8742988,-76.25819927,H12199,,NORFOLK,,
36.87441492,-76.2629704,H121048,,NORFOLK,,
36.87434918,-76.26281951,H121047,,NORFOLK,,
36.8742711,-76.25745965,H12232,,NORFOLK,,
36.87421725,-76.25724074,H12230,,NORFOLK,,
36.87418716,-76.2574939,H12233,,NORFOLK,,
36.8742755,-76.26284422,H121046,,NORFOLK,,
36.87423848,-76.26292017,H121044,,NORFOLK,,
36.87426708,-76.26302428,H121045,,NORFOLK,,
36.87412483,-76.25727694,H12231,,NORFOLK,,
36.87408878,-76.25651575,H12229,,NORFOLK,,
36.87406774,-76.25642876,H12228,,NORFOLK,,
36.87414995,-76.26201209,H121053,,NORFOLK,,
36.8741966,-76.26219942,H121051,,NORFOLK,,
36.8741189,-76.26222938,H121049,,NORFOLK,,
36.87406884,-76.26203599,H121052,,NORFOLK,,
36.87389213,-76.25649798,H12234,,NORFOLK,,
36.87391566,-76.25658798,H12235,,NORFOLK,,
36.87399722,-76.26138414,H121056,,NORFOLK,,
36.87391753,-76.26141074,H121055,,NORFOLK,,
36.87394667,-76.26119385,H121059,,NORFOLK,,
36.87386562,-76.26122117,H121057,,NORFOLK,,
36.87367605,-76.25483532,H12259,,NORFOLK,,
36.87365203,-76.25472698,H12258,,NORFOLK,,
36.87377083,-76.26309824,H121041,,NORFOLK,,
36.87376365,-76.26321263,H121040,,NORFOLK,,
36.87347962,-76.2640889,G121038,,NORFOLK,,
36.87351144,-76.26420183,G121037,,NORFOLK,,
36.87083315,-76.26166286,H12151,,NORFOLK,,
36.87073314,-76.26171876,H12150,,NORFOLK,,
36.8707914,-76.26150239,H12153,,NORFOLK,,
36.87069718,-76.26153044,H12152,,NORFOLK,,
36.8699188,-76.26471152,G12145,,NORFOLK,,
36.86986859,-76.26451756,G12146,,NORFOLK,,
36.86997053,-76.26493079,G12142,,NORFOLK,,
36.86947061,-76.26253296,H13314,,NORFOLK,,
36.8691495,-76.25975185,H13340,,NORFOLK,,
36.86910069,-76.25965348,H13338,,NORFOLK,,
36.86803796,-76.26341246,H13501,,NORFOLK,,
36.86771943,-76.26213436,H13305,,NORFOLK,,
36.86776356,-76.26241649,H13303,,NORFOLK,,
36.86757729,-76.26245124,H13301,,NORFOLK,,
36.8675312,-76.26209725,H13304,,NORFOLK,,
36.87855777,-76.26140027,H11161,,NORFOLK,,
36.86990078,-76.26496005, ,,NORFOLK,,
